Mary	F	7065	1880
John	M	9655	1880
Mary	F	6919	1881
John	M	8769	1881
Mary	F	8148	1882
John	M	9557	1882
Mary	F	8012	1883
John	M	8894	1883
Mary	F	9217	1884
John	M	9388	1884
Mary	F	9128	1885
John	M	8756	1885
Mary	F	9889	1886
John	M	9026	1886
Mary	F	9888	1887
John	M	8110	1887
Mary	F	11754	1888
John	M	9247	1888
Mary	F	11648	1889
John	M	8548	1889
Mary	F	12078	1890
John	M	8502	1890
Mary	F	11703	1891
John	M	7680	1891
Mary	F	13172	1892
John	M	9039	1892
Mary	F	12784	1893
John	M	8049	1893
Mary	F	13151	1894
John	M	8238	1894
Mary	F	13446	1895
John	M	8320	1895
Mary	F	13811	1896
John	M	8138	1896
Mary	F	13413	1897
John	M	7550	1897
Mary	F	14406	1898
John	M	8159	1898
Mary	F	13172	1899
John	M	6990	1899
Mary	F	16706	1900
John	M	9829	1900
Mary	F	13136	1901
John	M	6900	1901
Mary	F	14486	1902
John	M	7907	1902
Mary	F	14275	1903
John	M	7608	1903
Mary	F	14961	1904
John	M	8108	1904
Mary	F	16067	1905
John	M	8060	1905
Mary	F	16370	1906
John	M	8265	1906
Mary	F	17580	1907
John	M	8983	1907
Mary	F	18665	1908
John	M	9342	1908
Mary	F	19259	1909
John	M	9591	1909
Mary	F	22848	1910
John	M	11450	1910
Mary	F	24390	1911
John	M	13446	1911
Mary	F	32304	1912
John	M	24587	1912
Mary	F	36642	1913
John	M	29329	1913
Mary	F	45345	1914
John	M	37948	1914
Mary	F	58187	1915
John	M	47576	1915
Mary	F	61438	1916
John	M	50043	1916
Mary	F	64281	1917
John	M	51853	1917
Mary	F	67366	1918
John	M	56558	1918
Mary	F	65838	1919
John	M	53528	1919
Mary	F	70982	1920
John	M	56913	1920
Mary	F	73985	1921
John	M	58217	1921
Mary	F	72173	1922
John	M	57277	1922
Mary	F	71638	1923
John	M	57470	1923
Mary	F	73534	1924
Robert	M	60801	1924
Mary	F	70591	1925
Robert	M	60897	1925
Mary	F	67832	1926
Robert	M	61130	1926
Mary	F	70639	1927
Robert	M	61669	1927
Mary	F	66872	1928
Robert	M	60699	1928
Mary	F	63508	1929
Robert	M	59798	1929
Mary	F	64146	1930
Robert	M	62149	1930
Mary	F	60296	1931
Robert	M	60508	1931
Mary	F	59874	1932
Robert	M	59266	1932
Mary	F	55509	1933
Robert	M	54218	1933
Mary	F	56929	1934
Robert	M	55829	1934
Mary	F	55069	1935
Robert	M	56524	1935
Mary	F	54372	1936
Robert	M	58492	1936
Mary	F	55645	1937
Robert	M	61835	1937
Mary	F	56215	1938
Robert	M	62268	1938
Mary	F	54901	1939
Robert	M	59645	1939
Mary	F	56203	1940
James	M	62473	1940
Mary	F	58040	1941
James	M	66736	1941
Mary	F	63254	1942
James	M	77176	1942
Mary	F	66169	1943
James	M	80261	1943
Mary	F	62467	1944
James	M	76951	1944
Mary	F	59283	1945
James	M	74449	1945
Mary	F	67467	1946
James	M	87436	1946
Linda	F	99689	1947
James	M	94757	1947
Linda	F	96211	1948
James	M	88584	1948
Linda	F	91016	1949
James	M	86857	1949
Linda	F	80431	1950
James	M	86224	1950
Linda	F	73978	1951
James	M	87261	1951
Linda	F	67082	1952
James	M	87063	1952
Mary	F	64379	1953
Robert	M	86256	1953
Mary	F	68007	1954
Michael	M	88528	1954
Mary	F	63165	1955
Michael	M	88327	1955
Mary	F	61756	1956
Michael	M	90656	1956
Mary	F	61094	1957
Michael	M	92704	1957
Mary	F	55857	1958
Michael	M	90517	1958
Mary	F	54474	1959
Michael	M	85251	1959
Mary	F	51475	1960
David	M	85929	1960
Mary	F	47680	1961
Michael	M	86917	1961
Lisa	F	46078	1962
Michael	M	85034	1962
Lisa	F	56040	1963
Michael	M	83782	1963
Lisa	F	54275	1964
Michael	M	82646	1964
Lisa	F	60269	1965
Michael	M	81021	1965
Lisa	F	56914	1966
Michael	M	79990	1966
Lisa	F	52435	1967
Michael	M	82436	1967
Lisa	F	49532	1968
Michael	M	82008	1968
Lisa	F	45029	1969
Michael	M	85203	1969
Jennifer	F	46157	1970
Michael	M	85302	1970
Jennifer	F	56783	1971
Michael	M	77594	1971
Jennifer	F	63603	1972
Michael	M	71405	1972
Jennifer	F	62447	1973
Michael	M	67847	1973
Jennifer	F	63114	1974
Michael	M	67578	1974
Jennifer	F	58183	1975
Michael	M	68454	1975
Jennifer	F	59474	1976
Michael	M	66954	1976
Jennifer	F	58964	1977
Michael	M	67616	1977
Jennifer	F	56321	1978
Michael	M	67158	1978
Jennifer	F	56717	1979
Michael	M	67739	1979
Jennifer	F	58375	1980
Michael	M	68696	1980
Jennifer	F	57049	1981
Michael	M	68763	1981
Jennifer	F	57117	1982
Michael	M	68235	1982
Jennifer	F	54346	1983
Michael	M	68000	1983
Jennifer	F	50559	1984
Michael	M	67741	1984
Jessica	F	48347	1985
Michael	M	64912	1985
Jessica	F	52677	1986
Michael	M	64208	1986
Jessica	F	55994	1987
Michael	M	63655	1987
Jessica	F	51543	1988
Michael	M	64143	1988
Jessica	F	47884	1989
Michael	M	65389	1989
Jessica	F	46475	1990
Michael	M	65290	1990
Ashley	F	43478	1991
Michael	M	60785	1991
Ashley	F	38453	1992
Michael	M	54392	1992
Jessica	F	34987	1993
Michael	M	49549	1993
Jessica	F	32117	1994
Michael	M	44469	1994
Jessica	F	27938	1995
Michael	M	41402	1995
Emily	F	25151	1996
Michael	M	38364	1996
Emily	F	25732	1997
Michael	M	37549	1997
Emily	F	26182	1998
Michael	M	36615	1998
Emily	F	26539	1999
Jacob	M	35363	1999
Emily	F	25956	2000
Jacob	M	34477	2000
Emily	F	25057	2001
Jacob	M	32545	2001
Emily	F	24464	2002
Jacob	M	30574	2002
Emily	F	25691	2003
Jacob	M	29638	2003
Emily	F	25037	2004
Jacob	M	27881	2004
Emily	F	23940	2005
Jacob	M	25833	2005
Emily	F	21404	2006
Jacob	M	24845	2006
Emily	F	19355	2007
Jacob	M	24282	2007
Emma	F	18813	2008
Jacob	M	22594	2008
Isabella	F	22306	2009
Jacob	M	21175	2009
Isabella	F	22913	2010
Jacob	M	22127	2010
Sophia	F	21842	2011
Jacob	M	20371	2011
Sophia	F	22313	2012
Jacob	M	19074	2012
Sophia	F	21223	2013
Noah	M	18257	2013
Emma	F	20936	2014
Noah	M	19305	2014
Emma	F	20455	2015
Noah	M	19635	2015
Emma	F	19496	2016
Noah	M	19117	2016
Emma	F	19800	2017
Liam	M	18798	2017
Emma	F	18688	2018
Liam	M	19837	2018
