Anna	F	2604	1880
William	M	9532	1880
Anna	F	2698	1881
William	M	8524	1881
Anna	F	3143	1882
William	M	9298	1882
Anna	F	3306	1883
William	M	8387	1883
Anna	F	3860	1884
William	M	8897	1884
Anna	F	3994	1885
William	M	8044	1885
Anna	F	4283	1886
William	M	8252	1886
Anna	F	4227	1887
William	M	7470	1887
Anna	F	4982	1888
William	M	8705	1888
Anna	F	5062	1889
William	M	7772	1889
Anna	F	5233	1890
William	M	7494	1890
Anna	F	5099	1891
William	M	6763	1891
Anna	F	5542	1892
William	M	7782	1892
Anna	F	5695	1893
William	M	7223	1893
Anna	F	5565	1894
William	M	7274	1894
Anna	F	5950	1895
William	M	7277	1895
Anna	F	5860	1896
William	M	7747	1896
Anna	F	5429	1897
William	M	7198	1897
Anna	F	5773	1898
William	M	7400	1898
Anna	F	5115	1899
William	M	6086	1899
Helen	F	6343	1900
William	M	8579	1900
Helen	F	5247	1901
William	M	5990	1901
Helen	F	5967	1902
William	M	6616	1902
Helen	F	6129	1903
William	M	6311	1903
Helen	F	6488	1904
William	M	6416	1904
Helen	F	6811	1905
William	M	6495	1905
Helen	F	7176	1906
William	M	6566	1906
Helen	F	7579	1907
William	M	6904	1907
Helen	F	8439	1908
William	M	7528	1908
Helen	F	9250	1909
William	M	7914	1909
Helen	F	10479	1910
James	M	9195	1910
Helen	F	11801	1911
William	M	10593	1911
Helen	F	16133	1912
William	M	19626	1912
Helen	F	18888	1913
William	M	23538	1913
Helen	F	23221	1914
William	M	29753	1914
Helen	F	30866	1915
William	M	38564	1915
Helen	F	32662	1916
William	M	40419	1916
Helen	F	34251	1917
William	M	42422	1917
Helen	F	36148	1918
William	M	45290	1918
Helen	F	33706	1919
William	M	43971	1919
Dorothy	F	36643	1920
William	M	50149	1920
Dorothy	F	39087	1921
Robert	M	52784	1921
Dorothy	F	37716	1922
Robert	M	53793	1922
Dorothy	F	39044	1923
Robert	M	56117	1923
Dorothy	F	39999	1924
John	M	59055	1924
Dorothy	F	38570	1925
John	M	57199	1925
Dorothy	F	36617	1926
John	M	56110	1926
Dorothy	F	35987	1927
John	M	55954	1927
Betty	F	36080	1928
John	M	53755	1928
Betty	F	36675	1929
James	M	52127	1929
Betty	F	38234	1930
James	M	53941	1930
Betty	F	36105	1931
James	M	51219	1931
Betty	F	34417	1932
James	M	51922	1932
Betty	F	31526	1933
James	M	51102	1933
Betty	F	31085	1934
James	M	54249	1934
Shirley	F	42358	1935
James	M	55000	1935
Shirley	F	35161	1936
James	M	54686	1936
Barbara	F	34912	1937
James	M	56551	1937
Barbara	F	39279	1938
James	M	59099	1938
Barbara	F	37258	1939
James	M	59627	1939
Barbara	F	36734	1940
Robert	M	61196	1940
Barbara	F	39538	1941
Robert	M	64233	1941
Barbara	F	44734	1942
Robert	M	71838	1942
Barbara	F	43429	1943
Robert	M	74865	1943
Barbara	F	39197	1944
Robert	M	70843	1944
Linda	F	41462	1945
Robert	M	69937	1945
Linda	F	52710	1946
Robert	M	84138	1946
Mary	F	71687	1947
Robert	M	91640	1947
Mary	F	68597	1948
Robert	M	85475	1948
Mary	F	66864	1949
Robert	M	83872	1949
Mary	F	65481	1950
Robert	M	83559	1950
Mary	F	65721	1951
Robert	M	86351	1951
Mary	F	65634	1952
Robert	M	86604	1952
Linda	F	61280	1953
James	M	86099	1953
Linda	F	55381	1954
Robert	M	86298	1954
Deborah	F	52315	1955
David	M	86253	1955
Debra	F	48302	1956
James	M	84863	1956
Susan	F	45948	1957
James	M	84275	1957
Susan	F	45173	1958
David	M	82578	1958
Susan	F	41599	1959
David	M	83931	1959
Susan	F	39203	1960
Michael	M	84180	1960
Lisa	F	42702	1961
David	M	84758	1961
Mary	F	43486	1962
David	M	81324	1962
Mary	F	41550	1963
John	M	78625	1963
Mary	F	40990	1964
John	M	82533	1964
Mary	F	34270	1965
John	M	71541	1965
Kimberly	F	32234	1966
David	M	66420	1966
Kimberly	F	33102	1967
David	M	66810	1967
Michelle	F	33221	1968
David	M	63718	1968
Michelle	F	34322	1969
David	M	63700	1969
Lisa	F	38963	1970
James	M	61759	1970
Michelle	F	33160	1971
James	M	54621	1971
Michelle	F	29284	1972
Christopher	M	52189	1972
Amy	F	26964	1973
Christopher	M	48321	1973
Amy	F	29565	1974
Jason	M	54776	1974
Amy	F	32251	1975
Jason	M	52186	1975
Amy	F	31341	1976
Jason	M	52680	1976
Melissa	F	26886	1977
Jason	M	55653	1977
Melissa	F	28330	1978
Jason	M	51629	1978
Melissa	F	34052	1979
Christopher	M	50677	1979
Amanda	F	35821	1980
Christopher	M	49092	1980
Jessica	F	42533	1981
Christopher	M	50235	1981
Jessica	F	45451	1982
Christopher	M	59231	1982
Jessica	F	45282	1983
Christopher	M	59349	1983
Jessica	F	45855	1984
Christopher	M	60029	1984
Ashley	F	47007	1985
Christopher	M	59609	1985
Ashley	F	49676	1986
Christopher	M	56691	1986
Ashley	F	54854	1987
Christopher	M	54493	1987
Ashley	F	49963	1988
Christopher	M	52997	1988
Ashley	F	47589	1989
Christopher	M	53178	1989
Ashley	F	45560	1990
Christopher	M	52336	1990
Jessica	F	43398	1991
Christopher	M	47104	1991
Jessica	F	38356	1992
Christopher	M	42460	1992
Ashley	F	34850	1993
Christopher	M	38227	1993
Ashley	F	30278	1994
Christopher	M	34800	1994
Ashley	F	26602	1995
Matthew	M	32875	1995
Jessica	F	24198	1996
Matthew	M	32073	1996
Jessica	F	21042	1997
Jacob	M	34153	1997
Hannah	F	21373	1998
Jacob	M	36016	1998
Hannah	F	21676	1999
Michael	M	33912	1999
Hannah	F	23082	2000
Michael	M	32037	2000
Madison	F	22164	2001
Michael	M	29683	2001
Madison	F	21773	2002
Michael	M	28245	2002
Emma	F	22706	2003
Michael	M	27121	2003
Emma	F	21607	2004
Michael	M	25458	2004
Emma	F	20344	2005
Michael	M	23815	2005
Emma	F	19119	2006
Michael	M	22637	2006
Isabella	F	19139	2007
Michael	M	21992	2007
Isabella	F	18616	2008
Michael	M	20626	2008
Emma	F	17895	2009
Ethan	M	19847	2009
Sophia	F	20643	2010
Ethan	M	18002	2010
Isabella	F	19910	2011
Mason	M	19510	2011
Emma	F	20945	2012
Mason	M	18969	2012
Emma	F	20942	2013
Jacob	M	18158	2013
Olivia	F	19807	2014
Liam	M	18462	2014
Olivia	F	19691	2015
Liam	M	18374	2015
Olivia	F	19365	2016
Liam	M	18218	2016
Olivia	F	18703	2017
Noah	M	18410	2017
Olivia	F	17921	2018
Noah	M	18267	2018
