Ida	F	1472	1880
Joseph	M	2632	1880
Ida	F	1439	1881
Joseph	M	2456	1881
Ida	F	1673	1882
Joseph	M	2670	1882
Bertha	F	1681	1883
Joseph	M	2515	1883
Ida	F	1882	1884
Joseph	M	2707	1884
Clara	F	1910	1885
Joseph	M	2540	1885
Ida	F	2049	1886
Joseph	M	2594	1886
Bertha	F	2037	1887
Joseph	M	2456	1887
Bertha	F	2450	1888
Joseph	M	2993	1888
Florence	F	2465	1889
Joseph	M	2729	1889
Ethel	F	2718	1890
Joseph	M	2670	1890
Ethel	F	2689	1891
Joseph	M	2572	1891
Emma	F	3128	1892
Joseph	M	3064	1892
Florence	F	3231	1893
Frank	M	2917	1893
Ethel	F	3287	1894
Frank	M	2863	1894
Florence	F	3471	1895
Joseph	M	2992	1895
Elizabeth	F	3471	1896
Frank	M	2845	1896
Florence	F	3369	1897
Frank	M	2726	1897
Elizabeth	F	3659	1898
Robert	M	2932	1898
Elizabeth	F	3287	1899
Robert	M	2609	1899
Florence	F	3920	1900
Joseph	M	3714	1900
Marie	F	3157	1901
Robert	M	2543	1901
Florence	F	3509	1902
Joseph	M	3098	1902
Marie	F	3469	1903
Robert	M	3044	1903
Marie	F	3595	1904
Joseph	M	3291	1904
Dorothy	F	3937	1905
Joseph	M	3302	1905
Elizabeth	F	4321	1906
Joseph	M	3527	1906
Elizabeth	F	4624	1907
Joseph	M	3844	1907
Elizabeth	F	4904	1908
Charles	M	3929	1908
Elizabeth	F	5176	1909
Charles	M	4029	1909
Elizabeth	F	5800	1910
Charles	M	4785	1910
Elizabeth	F	6298	1911
Charles	M	5725	1911
Anna	F	8586	1912
Charles	M	11070	1912
Anna	F	9687	1913
Charles	M	13190	1913
Mildred	F	11650	1914
Charles	M	16937	1914
Anna	F	15119	1915
Charles	M	21960	1915
Anna	F	15228	1916
George	M	23380	1916
Anna	F	15160	1917
Charles	M	24143	1917
Virginia	F	16421	1918
Joseph	M	26263	1918
Virginia	F	15636	1919
Joseph	M	24264	1919
Virginia	F	17314	1920
Joseph	M	25591	1920
Mildred	F	17881	1921
Joseph	M	26179	1921
Virginia	F	19146	1922
Joseph	M	25699	1922
Virginia	F	18326	1923
Joseph	M	25561	1923
Virginia	F	18622	1924
Joseph	M	25428	1924
Virginia	F	17489	1925
Joseph	M	24613	1925
Doris	F	16298	1926
Richard	M	25149	1926
Doris	F	16510	1927
George	M	25949	1927
Doris	F	16572	1928
Donald	M	25698	1928
Barbara	F	16037	1929
Donald	M	27186	1929
Patricia	F	15751	1930
Donald	M	29048	1930
Margaret	F	17333	1931
Donald	M	29102	1931
Margaret	F	16549	1932
Donald	M	29786	1932
Margaret	F	15239	1933
Donald	M	28437	1933
Joan	F	19464	1934
Charles	M	29792	1934
Joan	F	18223	1935
