Emma	F	2003	1880
James	M	5927	1880
Emma	F	2034	1881
James	M	5441	1881
Emma	F	2303	1882
James	M	5892	1882
Emma	F	2367	1883
James	M	5223	1883
Emma	F	2587	1884
James	M	5693	1884
Emma	F	2728	1885
James	M	5175	1885
Emma	F	2764	1886
James	M	5355	1886
Elizabeth	F	2681	1887
James	M	4768	1887
Elizabeth	F	3224	1888
James	M	5562	1888
Elizabeth	F	3058	1889
James	M	5020	1889
Elizabeth	F	3112	1890
James	M	5097	1890
Margaret	F	3065	1891
James	M	4516	1891
Elizabeth	F	3461	1892
James	M	5398	1892
Ruth	F	3658	1893
James	M	5030	1893
Margaret	F	3700	1894
James	M	5110	1894
Helen	F	4023	1895
James	M	5335	1895
Helen	F	4392	1896
James	M	5207	1896
Helen	F	4519	1897
James	M	5113	1897
Helen	F	5230	1898
James	M	5321	1898
Helen	F	5048	1899
James	M	4597	1899
Anna	F	6114	1900
James	M	7245	1900
Anna	F	4923	1901
James	M	4735	1901
Anna	F	5288	1902
James	M	5592	1902
Anna	F	5098	1903
James	M	5480	1903
Anna	F	5330	1904
James	M	5855	1904
Margaret	F	5690	1905
James	M	6042	1905
Margaret	F	6096	1906
James	M	5908	1906
Margaret	F	6713	1907
James	M	6707	1907
Margaret	F	6976	1908
James	M	7012	1908
Margaret	F	7359	1909
James	M	7594	1909
Margaret	F	8226	1910
William	M	8844	1910
Margaret	F	9279	1911
James	M	9951	1911
Dorothy	F	12645	1912
James	M	17644	1912
Dorothy	F	14674	1913
James	M	20832	1913
Dorothy	F	18782	1914
James	M	26263	1914
Dorothy	F	25154	1915
James	M	33775	1915
Dorothy	F	27417	1916
James	M	35569	1916
Dorothy	F	28851	1917
James	M	37339	1917
Dorothy	F	32032	1918
James	M	42118	1918
Dorothy	F	31734	1919
James	M	42390	1919
Helen	F	35097	1920
Robert	M	48676	1920
Helen	F	34822	1921
William	M	51860	1921
Helen	F	32508	1922
William	M	51116	1922
Helen	F	31488	1923
William	M	52136	1923
Helen	F	31192	1924
William	M	53511	1924
Betty	F	32813	1925
William	M	53304	1925
Betty	F	32964	1926
James	M	53209	1926
Betty	F	35422	1927
James	M	53674	1927
Dorothy	F	33731	1928
James	M	52754	1928
Dorothy	F	31477	1929
John	M	52113	1929
Dorothy	F	30409	1930
John	M	52434	1930
Dorothy	F	26524	1931
John	M	48423	1931
Barbara	F	26314	1932
John	M	48617	1932
Barbara	F	26951	1933
John	M	46222	1933
Barbara	F	29234	1934
John	M	46734	1934
Barbara	F	30696	1935
John	M	47499	1935
Barbara	F	31682	1936
John	M	47669	1936
Patricia	F	26839	1937
John	M	48746	1937
Patricia	F	27556	1938
John	M	50519	1938
Patricia	F	29706	1939
John	M	51015	1939
Patricia	F	32664	1940
John	M	54779	1940
Patricia	F	36901	1941
John	M	57515	1941
Patricia	F	39456	1942
John	M	66027	1942
Patricia	F	39625	1943
John	M	68919	1943
Linda	F	38412	1944
John	M	66610	1944
Barbara	F	38276	1945
John	M	66113	1945
Patricia	F	46296	1946
John	M	79261	1946
Patricia	F	51279	1947
John	M	88319	1947
Barbara	F	46826	1948
John	M	82829	1948
Patricia	F	46330	1949
John	M	81161	1949
Patricia	F	47945	1950
John	M	79424	1950
Patricia	F	56442	1951
John	M	81574	1951
Patricia	F	53098	1952
John	M	83138	1952
Deborah	F	52201	1953
Michael	M	84226	1953
Deborah	F	54677	1954
James	M	86272	1954
Linda	F	51288	1955
James	M	84155	1955
Linda	F	48075	1956
Robert	M	83917	1956
Linda	F	44500	1957
David	M	82349	1957
Linda	F	41899	1958
James	M	78713	1958
Linda	F	40403	1959
James	M	78606	1959
Linda	F	37311	1960
James	M	76832	1960
Susan	F	37521	1961
John	M	79929	1961
Susan	F	35743	1962
John	M	78429	1962
Susan	F	33998	1963
David	M	78467	1963
Susan	F	31515	1964
David	M	75054	1964
Karen	F	32872	1965
David	M	67852	1965
Mary	F	28884	1966
James	M	65174	1966
Michelle	F	30826	1967
