Margaret	F	1578	1880
Frank	M	3242	1880
Minnie	F	1653	1881
Frank	M	2834	1881
Margaret	F	1821	1882
Frank	M	3176	1882
Margaret	F	1881	1883
Frank	M	2986	1883
Margaret	F	2142	1884
Frank	M	3218	1884
Minnie	F	2178	1885
Frank	M	3067	1885
Margaret	F	2275	1886
Frank	M	3127	1886
Minnie	F	2215	1887
Frank	M	2883	1887
Minnie	F	2654	1888
Frank	M	3459	1888
Minnie	F	2624	1889
Frank	M	2975	1889
Florence	F	2744	1890
Frank	M	3078	1890
Florence	F	2715	1891
Frank	M	2652	1891
Florence	F	3154	1892
Frank	M	3150	1892
Helen	F	3249	1893
Joseph	M	2997	1893
Ruth	F	3372	1894
Joseph	M	2977	1894
Ruth	F	3551	1895
Frank	M	3012	1895
Ethel	F	3502	1896
Joseph	M	3051	1896
Elizabeth	F	3442	1897
Joseph	M	2827	1897
Florence	F	3790	1898
Joseph	M	3171	1898
Florence	F	3314	1899
Joseph	M	2679	1899
Elizabeth	F	4096	1900
Robert	M	3821	1900
Elizabeth	F	3216	1901
Joseph	M	2766	1901
Elizabeth	F	3694	1902
Robert	M	3180	1902
Elizabeth	F	3723	1903
Joseph	M	3121	1903
Elizabeth	F	3833	1904
Charles	M	3406	1904
Elizabeth	F	4121	1905
Robert	M	3410	1905
Dorothy	F	4326	1906
Charles	M	3607	1906
Dorothy	F	4967	1907
Charles	M	3884	1907
Dorothy	F	5703	1908
Joseph	M	4162	1908
Anna	F	5804	1909
Joseph	M	4348	1909
Anna	F	6436	1910
Joseph	M	5228	1910
Anna	F	6753	1911
Joseph	M	6488	1911
Mildred	F	8764	1912
George	M	11734	1912
Mildred	F	9921	1913
George	M	13874	1913
Anna	F	11865	1914
George	M	17603	1914
Mildred	F	15254	1915
George	M	22307	1915
Mildred	F	15633	1916
Charles	M	23611	1916
Mildred	F	16257	1917
George	M	24196	1917
Mildred	F	17258	1918
George	M	26318	1918
Mildred	F	17300	1919
George	M	25172	1919
Mildred	F	18059	1920
George	M	26892	1920
Virginia	F	19033	1921
George	M	27476	1921
Betty	F	20895	1922
George	M	27351	1922
Ruth	F	23638	1923
George	M	27021	1923
Ruth	F	23600	1924
George	M	27375	1924
Ruth	F	22248	1925
George	M	26566	1925
Ruth	F	20223	1926
George	M	25904	1926
Ruth	F	19414	1927
Richard	M	26771	1927
Ruth	F	17858	1928
Richard	M	28794	1928
Doris	F	16496	1929
Richard	M	29569	1929
Barbara	F	18281	1930
Charles	M	31871	1930
Helen	F	17661	1931
Charles	M	29924	1931
Patricia	F	17989	1932
Charles	M	31095	1932
Patricia	F	18631	1933
Charles	M	28988	1933
Patricia	F	20845	1934
Donald	M	30409	1934
Dorothy	F	19404	1935
Charles	M	29983	1935
Dorothy	F	17669	1936
Charles	M	29084	1936
Carol	F	17336	1937
Charles	M	30524	1937
Carol	F	19424	1938
Charles	M	31138	1938
Carol	F	20166	1939
Charles	M	30787	1939
Carol	F	21761	1940
Charles	M	31684	1940
Judith	F	23316	1941
Charles	M	32732	1941
Sandra	F	24993	1942
David	M	35894	1942
Sandra	F	25988	1943
David	M	37236	1943
Sandra	F	26023	1944
David	M	37381	1944
Sandra	F	24701	1945
David	M	37098	1945
Sandra	F	31692	1946
David	M	46439	1946
Carol	F	33539	1947
David	M	57806	1947
Sandra	F	31060	1948
Michael	M	52564	1948
Sandra	F	30642	1949
David	M	59601	1949
Nancy	F	29616	1950
William	M	60689	1950
Susan	F	40228	1951
William	M	62782	1951
Barbara	F	39865	1952
William	M	63047	1952
Barbara	F	38472	1953
William	M	61840	1953
Debra	F	45890	1954
William	M	61417	1954
Patricia	F	46217	1955
William	M	59958	1955
Patricia	F	43342	1956
William	M	58957	1956
Deborah	F	40071	1957
William	M	56829	1957
Debra	F	35517	1958
William	M	54195	1958
Patricia	F	35220	1959
Mark	M	56909	1959
Lisa	F	33702	1960
Mark	M	58728	1960
Patricia	F	28868	1961
Mark	M	57767	1961
Patricia	F	26536	1962
Mark	M	53504	1962
Donna	F	25399	1963
Mark	M	49350	1963
Kimberly	F	24128	1964
Mark	M	45269	1964
Patricia	F	23554	1965
William	M	40127	1965
Susan	F	23773	1966
William	M	38253	1966
Karen	F	21540	1967
William	M	37619	1967
Mary	F	21725	1968
William	M	36956	1968
Amy	F	21464	1969
William	M	37629	1969
Angela	F	24927	1970
Christopher	M	41772	1970
Angela	F	25896	1971
Christopher	M	48234	1971
Angela	F	23556	1972
Robert	M	43037	1972
Melissa	F	22480	1973
John	M	39176	1973
Kimberly	F	22419	1974
John	M	37638	1974
Michelle	F	22665	1975
Robert	M	35335	1975
Michelle	F	19555	1976
John	M	34006	1976
Angela	F	20996	1977
John	M	34227	1977
Amanda	F	20517	1978
Matthew	M	34310	1978
Sarah	F	21018	1979
Matthew	M	35657	1979
Heather	F	19975	1980
Matthew	M	37855	1980
Amy	F	20343	1981
Joshua	M	39054	1981
Nicole	F	21707	1982
James	M	38875	1982
Melissa	F	23473	1983
James	M	36354	1983
Stephanie	F	23021	1984
Daniel	M	36533	1984
Stephanie	F	23239	1985
David	M	38521	1985
Stephanie	F	22647	1986
Daniel	M	36574	1986
Stephanie	F	22398	1987
Andrew	M	36206	1987
Brittany	F	26815	1988
David	M	35314	1988
Samantha	F	24792	1989
Daniel	M	35001	1989
Sarah	F	25817	1990
David	M	33743	1990
Sarah	F	25225	1991
Daniel	M	30917	1991
Samantha	F	24409	1992
Brandon	M	29622	1992
Brittany	F	21724	1993
Brandon	M	28731	1993
Taylor	F	20733	1994
Brandon	M	29487	1994
Taylor	F	20425	1995
Nicholas	M	29156	1995
Taylor	F	19152	1996
Nicholas	M	27720	1996
Samantha	F	20169	1997
Nicholas	M	27257	1997
Alexis	F	19778	1998
Nicholas	M	26634	1998
Ashley	F	18136	1999
Christopher	M	25603	1999
Alexis	F	17629	2000
Nicholas	M	24652	2000
Sarah	F	15899	2001
Nicholas	M	22845	2001
