Bertha	F	1320	1880
Henry	M	2444	1880
Bertha	F	1324	1881
Thomas	M	2282	1881
Bertha	F	1508	1882
Henry	M	2579	1882
Annie	F	1589	1883
Robert	M	2334	1883
Bertha	F	1789	1884
Henry	M	2474	1884
Ida	F	1854	1885
Robert	M	2322	1885
Clara	F	1916	1886
Henry	M	2404	1886
Florence	F	1964	1887
Thomas	M	2151	1887
Ethel	F	2374	1888
Harry	M	2759	1888
Bessie	F	2343	1889
Robert	M	2513	1889
Clara	F	2496	1890
Henry	M	2349	1890
Helen	F	2417	1891
Harry	M	2132	1891
Helen	F	2936	1892
Harry	M	2460	1892
Emma	F	2968	1893
Edward	M	2309	1893
Emma	F	2937	1894
Henry	M	2278	1894
Marie	F	3011	1895
Henry	M	2221	1895
Marie	F	3087	1896
Edward	M	2296	1896
Marie	F	3078	1897
Edward	M	2121	1897
Marie	F	3435	1898
Edward	M	2337	1898
Ethel	F	2999	1899
Edward	M	1901	1899
Marie	F	3856	1900
Edward	M	2720	1900
Ethel	F	3067	1901
Edward	M	1917	1901
Ethel	F	3295	1902
Edward	M	2294	1902
Ethel	F	3257	1903
Edward	M	2268	1903
Mildred	F	3525	1904
Edward	M	2334	1904
Marie	F	3643	1905
Edward	M	2366	1905
Mildred	F	3873	1906
Edward	M	2398	1906
Alice	F	4107	1907
Edward	M	2576	1907
Alice	F	4270	1908
Edward	M	2707	1908
Marie	F	4301	1909
Edward	M	2935	1909
Marie	F	4790	1910
Edward	M	3408	1910
Marie	F	5017	1911
Edward	M	4164	1911
Frances	F	6680	1912
Frank	M	7912	1912
Frances	F	7694	1913
Frank	M	9237	1913
Frances	F	9677	1914
Frank	M	12002	1914
Frances	F	12787	1915
Frank	M	15006	1915
Frances	F	13746	1916
Frank	M	15291	1916
Frances	F	14363	1917
Frank	M	15769	1917
Elizabeth	F	15853	1918
Frank	M	17017	1918
Frances	F	15107	1919
Frank	M	15702	1919
Frances	F	15883	1920
Frank	M	16430	1920
Frances	F	15993	1921
Frank	M	16708	1921
Elizabeth	F	15242	1922
Richard	M	17539	1922
Elizabeth	F	15461	1923
Richard	M	18884	1923
Doris	F	15785	1924
Edward	M	21128	1924
Mildred	F	14451	1925
Edward	M	20089	1925
Mildred	F	13551	1926
Donald	M	20912	1926
Shirley	F	13315	1927
Joseph	M	23506	1927
Virginia	F	14501	1928
Joseph	M	22311	1928
Shirley	F	14579	1929
Joseph	M	21162	1929
Doris	F	15464	1930
Joseph	M	20981	1930
Shirley	F	14405	1931
Joseph	M	19330	1931
Shirley	F	14476	1932
Joseph	M	18563	1932
Shirley	F	14315	1933
Joseph	M	17162	1933
Helen	F	14100	1934
Thomas	M	17369	1934
Nancy	F	14544	1935
Thomas	M	17680	1935
Margaret	F	14594	1936
George	M	18195	1936
Joan	F	15299	1937
Thomas	M	19775	1937
Margaret	F	15330	1938
Thomas	M	21376	1938
Dorothy	F	15171	1939
Thomas	M	22128	1939
Shirley	F	17878	1940
Donald	M	23106	1940
Sandra	F	19498	1941
Ronald	M	24399	1941
Betty	F	21653	1942
Ronald	M	27134	1942
Nancy	F	23990	1943
Ronald	M	29235	1943
Sharon	F	22430	1944
Michael	M	26720	1944
Judith	F	20189	1945
Michael	M	29899	1945
Sharon	F	27824	1946
Charles	M	38203	1946
Sharon	F	28535	1947
Charles	M	40770	1947
Sharon	F	26142	1948
Charles	M	38676	1948
Kathleen	F	26354	1949
Charles	M	40042	1949
Carol	F	26164	1950
Charles	M	39102	1950
Sandra	F	27667	1951
Charles	M	39397	1951
Debra	F	26832	1952
Charles	M	38869	1952
Karen	F	29853	1953
Charles	M	38434	1953
Nancy	F	30264	1954
Gary	M	37919	1954
Nancy	F	30017	1955
Mark	M	42222	1955
Barbara	F	32298	1956
Thomas	M	44818	1956
Barbara	F	29687	1957
Thomas	M	44572	1957
Barbara	F	27875	1958
Thomas	M	42064	1958
Deborah	F	29552	1959
Thomas	M	40276	1959
Cynthia	F	26723	1960
Thomas	M	39273	1960
Sandra	F	24144	1961
Thomas	M	37551	1961
